"No.","Time","Source","Destination","Protocol","Length","Sequence Number","Info"
"408","121.590546","157.240.195.56","10.9.2.177","TLSv1.2","1405","168728","Application Data"
"409","121.700983","10.9.2.177","157.240.195.56","TLSv1.2","147","16242","Application Data"
"410","121.877335","157.240.195.56","10.9.2.177","TCP","1434","170079","443  >  56568 [ACK] Seq=170079 Ack=16335 Win=1512 Len=1380 [TCP segment of a reassembled PDU]"
"411","121.877335","157.240.195.56","10.9.2.177","TLSv1.2","105","171459","Application Data"
"412","121.946777","10.9.2.177","157.240.195.56","TLSv1.2","147","16335","Application Data"
"413","121.955789","157.240.195.56","10.9.2.177","TCP","1434","171510","443  >  56568 [ACK] Seq=171510 Ack=16335 Win=1512 Len=1380 [TCP segment of a reassembled PDU]"
"414","121.955789","157.240.195.56","10.9.2.177","TLSv1.2","153","172890","Application Data"
"415","122.113355","10.9.2.177","157.240.195.56","TLSv1.2","147","16428","Application Data"
"416","122.492440","157.240.195.56","10.9.2.177","TLSv1.2","203","172989","Application Data"
"417","122.496528","10.9.2.177","157.240.195.56","TLSv1.2","146","16521","Application Data"
"418","125.768605","157.240.195.56","10.9.2.177","TLSv1.2","688","173138","Application Data"
"419","125.853508","10.9.2.177","157.240.195.56","TLSv1.2","129","16613","Application Data"
"420","125.854029","10.9.2.177","157.240.195.56","TLSv1.2","129","16688","Application Data"
"421","125.854247","10.9.2.177","157.240.195.56","TLSv1.2","129","16763","Application Data"
"422","125.868326","10.9.2.177","157.240.195.56","TLSv1.2","129","16838","Application Data"
"423","125.879854","10.9.2.177","157.240.195.56","TLSv1.2","129","16913","Application Data"
"424","130.182881","157.240.195.56","10.9.2.177","TLSv1.2","198","173772","Application Data"
"425","130.198276","10.9.2.177","157.240.195.56","TLSv1.2","157","16988","Application Data"
"426","137.865920","10.9.2.177","157.240.195.56","TLSv1.2","124","17091","Application Data"
"427","138.156181","157.240.195.56","10.9.2.177","TLSv1.2","126","173916","Application Data"
"428","145.122726","157.240.195.56","10.9.2.177","TLSv1.2","222","173988","Application Data"
"429","145.126408","10.9.2.177","157.240.195.56","TLSv1.2","148","17161","Application Data"
"430","145.361967","157.240.195.56","10.9.2.177","TCP","1434","174156","443  >  56568 [ACK] Seq=174156 Ack=17255 Win=1512 Len=1380 [TCP segment of a reassembled PDU]"
"431","145.361967","157.240.195.56","10.9.2.177","TLSv1.2","187","175536","Application Data"
"432","145.362870","157.240.195.56","10.9.2.177","TCP","1434","175669","443  >  56568 [ACK] Seq=175669 Ack=17255 Win=1512 Len=1380 [TCP segment of a reassembled PDU]"
"433","145.362870","157.240.195.56","10.9.2.177","TLSv1.2","1434","177049","Application Data"
"434","145.362870","157.240.195.56","10.9.2.177","TLSv1.2","243","178429","Application Data"
"435","145.478948","10.9.2.177","157.240.195.56","TLSv1.2","150","17255","Application Data"
"436","145.546994","10.9.2.177","157.240.195.56","TLSv1.2","162","17351","Application Data"
"437","145.624737","157.240.195.56","10.9.2.177","TCP","1434","178618","443  >  56568 [ACK] Seq=178618 Ack=17459 Win=1512 Len=1380 [TCP segment of a reassembled PDU]"
"438","145.624737","157.240.195.56","10.9.2.177","TLSv1.2","187","179998","Application Data"
"439","145.624737","157.240.195.56","10.9.2.177","TCP","1434","180131","443  >  56568 [ACK] Seq=180131 Ack=17459 Win=1512 Len=1380 [TCP segment of a reassembled PDU]"
"440","145.624858","157.240.195.56","10.9.2.177","TLSv1.2","567","181511","Application Data, Application Data"
"441","145.626445","157.240.195.56","10.9.2.177","TLSv1.2","195","182024","Application Data"
"442","145.627770","10.9.2.177","157.240.195.56","TLSv1.2","154","17459","Application Data"
"443","145.758047","10.9.2.177","157.240.195.56","TLSv1.2","150","17559","Application Data"
"444","145.758800","157.240.195.56","10.9.2.177","TLSv1.2","149","182165","Application Data"
"445","145.809477","157.240.195.56","10.9.2.177","TLSv1.2","195","182260","Application Data"
"446","145.811032","10.9.2.177","157.240.195.56","TLSv1.2","154","17655","Application Data"
"447","145.867605","157.240.195.56","10.9.2.177","TCP","1434","182401","443  >  56568 [ACK] Seq=182401 Ack=17655 Win=1512 Len=1380 [TCP segment of a reassembled PDU]"
"448","145.867605","157.240.195.56","10.9.2.177","TLSv1.2","187","183781","Application Data"
"449","145.871610","157.240.195.56","10.9.2.177","TCP","1434","183914","443  >  56568 [ACK] Seq=183914 Ack=17655 Win=1512 Len=1380 [TCP segment of a reassembled PDU]"
"450","145.871610","157.240.195.56","10.9.2.177","TLSv1.2","1269","185294","Application Data"
"451","145.943614","157.240.195.56","10.9.2.177","TCP","1434","186509","443  >  56568 [ACK] Seq=186509 Ack=17755 Win=1512 Len=1380 [TCP segment of a reassembled PDU]"
"452","145.943614","157.240.195.56","10.9.2.177","TLSv1.2","602","187889","Application Data, Application Data"
"453","146.070273","157.240.195.56","10.9.2.177","TLSv1.2","195","188437","Application Data"
"454","146.101089","10.9.2.177","157.240.195.56","TLSv1.2","154","17755","Application Data"
"455","146.101660","157.240.195.56","10.9.2.177","TCP","1434","188578","443  >  56568 [ACK] Seq=188578 Ack=17755 Win=1512 Len=1380 [TCP segment of a reassembled PDU]"
"456","146.101660","157.240.195.56","10.9.2.177","TLSv1.2","187","189958","Application Data"
"457","146.101845","157.240.195.56","10.9.2.177","TCP","1434","190091","443  >  56568 [ACK] Seq=190091 Ack=17755 Win=1512 Len=1380 [TCP segment of a reassembled PDU]"
"458","146.101845","157.240.195.56","10.9.2.177","TLSv1.2","1271","191471","Application Data, Application Data"
"459","146.108571","10.9.2.177","157.240.195.56","TLSv1.2","150","17855","Application Data"
"460","146.310384","10.9.2.177","157.240.195.56","TLSv1.2","150","17951","Application Data"
"461","146.313402","10.9.2.177","157.240.195.56","TLSv1.2","162","18047","Application Data"
"462","146.313864","157.240.195.56","10.9.2.177","TLSv1.2","195","192688","Application Data"
"463","146.324500","10.9.2.177","157.240.195.56","TLSv1.2","154","18155","Application Data"
"464","146.359354","157.240.195.56","10.9.2.177","TCP","1434","192829","443  >  56568 [ACK] Seq=192829 Ack=17951 Win=1512 Len=1380 [TCP segment of a reassembled PDU]"
"465","146.359354","157.240.195.56","10.9.2.177","TLSv1.2","187","194209","Application Data"
"466","146.359354","157.240.195.56","10.9.2.177","TCP","1434","194342","443  >  56568 [ACK] Seq=194342 Ack=17951 Win=1512 Len=1380 [TCP segment of a reassembled PDU]"
"467","146.359544","157.240.195.56","10.9.2.177","TLSv1.2","1415","195722","Application Data, Application Data"
"468","146.474849","10.9.2.177","157.240.195.56","TLSv1.2","150","18255","Application Data"
"469","146.475615","157.240.195.56","10.9.2.177","TLSv1.2","149","197083","Application Data"
"470","146.567742","157.240.195.56","10.9.2.177","TLSv1.2","195","197178","Application Data"
"471","146.569738","10.9.2.177","157.240.195.56","TLSv1.2","154","18351","Application Data"
"472","146.604454","157.240.195.56","10.9.2.177","TCP","1434","197319","443  >  56568 [ACK] Seq=197319 Ack=18351 Win=1512 Len=1380 [TCP segment of a reassembled PDU]"
"473","146.604454","157.240.195.56","10.9.2.177","TLSv1.2","187","198699","Application Data"
"474","146.604614","157.240.195.56","10.9.2.177","TCP","1434","198832","443  >  56568 [ACK] Seq=198832 Ack=18351 Win=1512 Len=1380 [TCP segment of a reassembled PDU]"
"475","146.606488","157.240.195.56","10.9.2.177","TLSv1.2","1335","200212","Application Data, Application Data"
"476","146.713115","10.9.2.177","157.240.195.56","TLSv1.2","150","18451","Application Data"
"477","146.817555","157.240.195.56","10.9.2.177","TLSv1.2","195","201493","Application Data"
"478","146.870624","10.9.2.177","157.240.195.56","TLSv1.2","154","18547","Application Data"
"479","146.887571","10.9.2.177","157.240.195.56","TLSv1.2","162","18647","Application Data"
"480","146.891029","157.240.195.56","10.9.2.177","TCP","1434","201634","443  >  56568 [ACK] Seq=201634 Ack=18547 Win=1512 Len=1380 [TCP segment of a reassembled PDU]"
"481","146.891029","157.240.195.56","10.9.2.177","TLSv1.2","187","203014","Application Data"
"482","146.893315","157.240.195.56","10.9.2.177","TCP","1434","203147","443  >  56568 [ACK] Seq=203147 Ack=18547 Win=1512 Len=1380 [TCP segment of a reassembled PDU]"
"483","146.893315","157.240.195.56","10.9.2.177","TLSv1.2","1303","204527","Application Data, Application Data"
"484","146.991607","10.9.2.177","157.240.195.56","TLSv1.2","150","18755","Application Data"
"485","147.024798","157.240.195.56","10.9.2.177","TLSv1.2","149","205776","Application Data"
"486","147.121555","157.240.195.56","10.9.2.177","TLSv1.2","195","205871","Application Data"
"487","147.123812","10.9.2.177","157.240.195.56","TLSv1.2","154","18851","Application Data"
"488","147.130229","157.240.195.56","10.9.2.177","TCP","1434","206012","443  >  56568 [ACK] Seq=206012 Ack=18851 Win=1512 Len=1380 [TCP segment of a reassembled PDU]"
"489","147.130229","157.240.195.56","10.9.2.177","TLSv1.2","187","207392","Application Data"
"490","147.132816","157.240.195.56","10.9.2.177","TCP","1434","207525","443  >  56568 [ACK] Seq=207525 Ack=18851 Win=1512 Len=1380 [TCP segment of a reassembled PDU]"
"491","147.132816","157.240.195.56","10.9.2.177","TLSv1.2","1434","208905","Application Data"
"492","147.133606","157.240.195.56","10.9.2.177","TLSv1.2","131","210285","Application Data"
"493","147.275007","10.9.2.177","157.240.195.56","TLSv1.2","150","18951","Application Data"
"494","147.345193","10.9.2.177","157.240.195.56","TLSv1.2","162","19047","Application Data"
"495","147.348054","157.240.195.56","10.9.2.177","TLSv1.2","195","210362","Application Data"
"496","147.354343","10.9.2.177","157.240.195.56","TLSv1.2","154","19155","Application Data"
"497","147.390221","157.240.195.56","10.9.2.177","TCP","1434","210503","443  >  56568 [ACK] Seq=210503 Ack=19047 Win=1512 Len=1380 [TCP segment of a reassembled PDU]"
"498","147.390221","157.240.195.56","10.9.2.177","TLSv1.2","187","211883","Application Data"
"499","147.390221","157.240.195.56","10.9.2.177","TCP","1434","212016","443  >  56568 [ACK] Seq=212016 Ack=19047 Win=1512 Len=1380 [TCP segment of a reassembled PDU]"
"500","147.390342","157.240.195.56","10.9.2.177","TLSv1.2","1434","213396","Application Data"
"501","147.390342","157.240.195.56","10.9.2.177","TLSv1.2","1235","214776","Application Data"
"502","147.490648","10.9.2.177","157.240.195.56","TLSv1.2","150","19255","Application Data"
"503","147.491576","157.240.195.56","10.9.2.177","TLSv1.2","149","215957","Application Data"
"504","147.570154","157.240.195.56","10.9.2.177","TLSv1.2","195","216052","Application Data"
"505","147.574476","10.9.2.177","157.240.195.56","TLSv1.2","154","19351","Application Data"
"506","147.656370","157.240.195.56","10.9.2.177","TCP","1434","216193","443  >  56568 [ACK] Seq=216193 Ack=19451 Win=1512 Len=1380 [TCP segment of a reassembled PDU]"
"507","147.656370","157.240.195.56","10.9.2.177","TLSv1.2","187","217573","Application Data"
"508","147.656370","157.240.195.56","10.9.2.177","TCP","1434","217706","443  >  56568 [ACK] Seq=217706 Ack=19451 Win=1512 Len=1380 [TCP segment of a reassembled PDU]"
"509","147.656612","157.240.195.56","10.9.2.177","TLSv1.2","999","219086","Application Data, Application Data"
