"No.","Time","Source","Destination","Protocol","Length","Sequence Number","Info"
"406","272.161321","10.9.2.177","157.240.195.56","TLSv1.2","150","22173","Application Data"
"407","275.080727","157.240.195.56","10.9.2.177","TLSv1.2","473","154718","Application Data"
"408","275.167409","10.9.2.177","157.240.195.56","TLSv1.2","150","22269","Application Data"
"409","275.969979","10.9.2.177","157.240.195.56","TLSv1.2","124","22365","Application Data"
"410","276.281298","157.240.195.56","10.9.2.177","TLSv1.2","126","155137","Application Data"
"411","278.344042","157.240.195.56","10.9.2.177","TLSv1.2","574","155209","Application Data"
"412","278.399884","10.9.2.177","157.240.195.56","TLSv1.2","143","22435","Application Data"
"413","284.800196","10.9.2.177","157.240.195.56","TLSv1.2","113","22524","Application Data"
"414","284.806196","10.9.2.177","157.240.195.56","TLSv1.2","154","22583","Application Data"
"415","287.327593","10.9.2.177","157.240.195.56","TLSv1.2","413","22683","Application Data"
"416","287.464930","157.240.195.56","10.9.2.177","TLSv1.2","149","155729","Application Data"
"417","292.369208","157.240.195.56","10.9.2.177","TCP","1434","155824","443  >  56568 [ACK] Seq=155824 Ack=23042 Win=1806 Len=1380 [TCP segment of a reassembled PDU]"
"418","292.369208","157.240.195.56","10.9.2.177","TLSv1.2","1102","157204","Application Data, Application Data"
"419","292.447219","10.9.2.177","157.240.195.56","TLSv1.2","147","23042","Application Data"
"420","294.357785","157.240.195.56","10.9.2.177","TLSv1.2","131","158252","Application Data"
"421","294.731544","157.240.195.56","10.9.2.177","TLSv1.2","131","158329","Application Data"
"422","295.453387","157.240.195.56","10.9.2.177","TCP","1434","158406","443  >  56568 [ACK] Seq=158406 Ack=23135 Win=1806 Len=1380 [TCP segment of a reassembled PDU]"
"423","295.453387","157.240.195.56","10.9.2.177","TLSv1.2","1134","159786","Application Data, Application Data"
"424","295.523698","10.9.2.177","157.240.195.56","TLSv1.2","147","23135","Application Data"
"425","295.763869","157.240.195.56","10.9.2.177","TLSv1.2","220","160866","Application Data"
"426","295.767187","10.9.2.177","157.240.195.56","TLSv1.2","146","23228","Application Data"
"427","295.769525","10.9.2.177","157.240.195.56","TLSv1.2","148","23320","Application Data"
"428","298.619026","157.240.195.56","10.9.2.177","TLSv1.2","131","161032","Application Data"
