"No.","Time","Source","Destination","Protocol","Length","Sequence Number","Info"
"152","533.974851","10.100.102.220","157.240.195.56","TLSv1.2","123","7445","Application Data"
"153","534.189348","157.240.195.56","10.100.102.220","TLSv1.2","125","33348","Application Data"
"154","543.622482","10.100.102.220","157.240.195.56","TLSv1.2","113","7514","Application Data"
"155","561.912472","10.100.102.220","157.240.195.56","TLSv1.2","123","7573","Application Data"
"156","562.200535","157.240.195.56","10.100.102.220","TLSv1.2","125","33419","Application Data"
"157","580.862775","10.100.102.220","157.240.195.56","TLSv1.2","123","7642","Application Data"
"158","581.211323","157.240.195.56","10.100.102.220","TLSv1.2","125","33490","Application Data"
"159","582.774371","157.240.195.56","10.100.102.220","TLSv1.2","142","33561","Application Data"
"160","582.781018","10.100.102.220","157.240.195.56","TLSv1.2","181","7711","Application Data"
"161","582.981504","157.240.195.56","10.100.102.220","TLSv1.2","198","33649","Application Data"
"162","583.024153","10.100.102.220","157.240.195.56","TLSv1.2","126","7838","Application Data"
"163","584.085645","157.240.195.56","10.100.102.220","TLSv1.2","332","33793","Application Data"
"164","584.096464","10.100.102.220","157.240.195.56","TLSv1.2","126","7910","Application Data"
"165","608.440387","10.100.102.220","157.240.195.56","TLSv1.2","123","7982","Application Data"
"166","608.639826","157.240.195.56","10.100.102.220","TLSv1.2","125","34071","Application Data"
"167","617.660774","10.100.102.220","157.240.195.56","TCP","1446","8051","61098  >  443 [ACK] Seq=8051 Ack=34142 Win=515 Len=1392 [TCP segment of a reassembled PDU]"
"168","617.660774","10.100.102.220","157.240.195.56","TLSv1.2","798","9443","Application Data"
"169","617.898198","157.240.195.56","10.100.102.220","TLSv1.2","117","34142","Application Data"
"170","618.461421","157.240.195.56","10.100.102.220","TLSv1.2","159","34205","Application Data"
"171","618.504789","10.100.102.220","157.240.195.56","TLSv1.2","128","10187","Application Data"
"172","618.922200","157.240.195.56","10.100.102.220","TLSv1.2","142","34310","Application Data"
"173","618.927328","10.100.102.220","157.240.195.56","TLSv1.2","181","10261","Application Data"
"174","619.226007","157.240.195.56","10.100.102.220","TLSv1.2","318","34398","Application Data"
